index,n,name,place_id,,
35094,"牛肉,　湯,　米酒,　蘸醬,　狗狗,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
35488,"牛肉,　湯,　牛肉,　肉臊飯,",康樂街牛肉湯,ChIJOwhpYmZ2bjQR9O1IbVc0X4s,,
35085,"牛肉,　湯,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35455,"牛肉,　湯,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35472,"牛肉,　湯,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35181,"牛肉,　湯,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
35547,"牛肉,　湯,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
20925,"牛肉,　湯,",康樂街牛肉湯,ChIJOwhpYmZ2bjQR9O1IbVc0X4s,,
35544,"牛肉,　湯,",牛肉の場牛肉湯,ChIJGWy9L2R2bjQRuyw7ptiW1Ac,,
39259,"牛肉,　雪花牛,　鮮嫩度,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
17968,"牛肉,　雪花,　口,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
35506,"牛肉,　部位,　湯頭,　飯,",圓環牛肉湯,ChIJB2ZOnnp2bjQRDVJ3TmUvews,,
35462,"牛肉,　蛋湯,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
13501,"牛肉,　蛋花湯,　蛋花,　牛肉,　湯頭,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35463,"牛肉,　蛋花湯,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35134,"牛肉,　蛋,　饅頭,　米漿,　口味,",大同包子店,ChIJs5jvwb5yBxQRHxar4M3Jkbo,,
35464,"牛肉,　清湯,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
33137,"牛肉,　清湯,",牛肉の場牛肉湯,ChIJGWy9L2R2bjQRuyw7ptiW1Ac,,
1673,"牛肉,　清湯,",圓環牛肉湯,ChIJB2ZOnnp2bjQRDVJ3TmUvews,,
35465,"牛肉,　捲餅,　煎餅,　包子,　混漿,　花生,　豆漿,　飽足感,",大同包子店,ChIJs5jvwb5yBxQRHxar4M3Jkbo,,
35606,"牛肉,　情況,",圓環牛肉湯,ChIJB2ZOnnp2bjQRDVJ3TmUvews,,
17127,"牛肉,　參考,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
35485,"牛肉,　高麗菜,　牛肉,",圓環牛肉湯,ChIJB2ZOnnp2bjQRDVJ3TmUvews,,
16409,"牛肉,　起司丸,　蛋餃,　老油條,　九層塔,　丸子,",密密一鍋,ChIJM_R5F312bjQR83LXFnCUnfQ,,
35612,"牛肉,　海產,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
13866,"牛肉,　桌椅,　大理石,　桌椅,　滷味,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
35481,"牛肉,　時間,　店家,　動作,",康樂街牛肉湯,ChIJOwhpYmZ2bjQR9O1IbVc0X4s,,
35471,"牛肉,　料理,　平價,　網路,　機會,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
17086,"牛肉,　料理,　口袋,　名單,",圓環牛肉湯,ChIJB2ZOnnp2bjQRDVJ3TmUvews,,
7313,"牛肉,　原味,　牛肉,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
35474,"牛肉,　香腸,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
17274,"牛肉,　香氣,　花椒味,　湯頭,",段純貞-台南小西門店,ChIJS9Bl9Xt2bjQRjkBitCjt7aA,,
18453,"牛肉,　香氣,",康樂街牛肉湯,ChIJOwhpYmZ2bjQR9O1IbVc0X4s,,
2010,"牛肉,　食材,",牛肉の場牛肉湯,ChIJGWy9L2R2bjQRuyw7ptiW1Ac,,
35101,"牛肉,　食材,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
5264,"牛肉,　紅醬,　義大利麵,",庫肯花園餐廳,ChIJraKVcpN2bjQR5PWTIKGLq5Q,,
35501,"牛肉,　品質,　等級,　同行,　價格,　菜色,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
40822,"牛肉,　品質,　湯,　甜味,　肉片,　小童,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35500,"牛肉,　品質,　小孩,　筋,　感覺,　牛雜湯,　老闆,　態度,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
21667,"牛肉,　咬勁,　湯頭,　整體,　價格,",段純貞-台南小西門店,ChIJS9Bl9Xt2bjQRjkBitCjt7aA,,
35467,"牛肉,　咬勁,",牛肉の場牛肉湯,ChIJGWy9L2R2bjQRuyw7ptiW1Ac,,
35507,"牛肉,　厚度,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
35112,"牛肉,　青菜,　牛肉,　醬汁,",牛肉の場牛肉湯,ChIJGWy9L2R2bjQRuyw7ptiW1Ac,,
23088,"牛肉,　虱目魚,　事情,",台南蔡虱目魚專賣店,ChIJ0Zhp2vl2bjQRlsmdmPlNoyg,,
35611,"牛肉,　芥蘭,　牛腩,　豆瓣醬,　路線,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
17747,"牛肉,　玫瑰,　岩鹽,　味道,　店員,　氣氛,",轉角餐廳 Corner Steak House,ChIJv6xjdJN2bjQRUfUU9J5G5uc,,
35509,"牛肉,　炒麵,　速度,",主恩之家刀削麵,ChIJndDa1nZ2bjQRanviTf6i6YM,,
1375,"牛肉,　炒飯,　蒸籠,　蛋炒飯,　牛肉絲,",上海華都小吃,ChIJjfU3wol2bjQRPibXeEsoO4M,,
35511,"牛肉,　炒飯,　蛋殼,　座位,　店員,　客人,",上海華都小吃,ChIJjfU3wol2bjQRPibXeEsoO4M,,
35516,"牛肉,　炒飯,　味道,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
1456,"牛肉,　炒飯,　牛肉,　燴飯,　牛肉湯,　碗,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
34003,"牛肉,　炒飯,　牛肉,　青椒,　白飯,　炒蛋,　蔥,",上海華都小吃,ChIJjfU3wol2bjQRPibXeEsoO4M,,
35518,"牛肉,　炒飯,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
31772,"牛肉,　炒飯,",圓環牛肉湯,ChIJB2ZOnnp2bjQRDVJ3TmUvews,,
38207,"牛肉,　炒飯,",圓環牛肉湯,ChIJB2ZOnnp2bjQRDVJ3TmUvews,,
35520,"牛肉,　油脂,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
35550,"牛肉,　油花,",勝立牛肉湯,ChIJ_xxzVcJ2bjQR7vQzlK2nrRk,,
35519,"牛肉,　河粉,　蝦仁,　腸粉,　滑蛋,　燴飯,",香港朱記茶水灘 - 崇學店,ChIJHR6T-5h2bjQR0IzDG0BZghg,,
33177,"牛肉,　東西,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
10684,"牛肉,　杯子,　水垢,",饗食天堂 台南店,ChIJnaIg7Ht2bjQR55aGAM2EAu0,,
35539,"牛肉,　招牌,　牛肉湯,　湯頭,　藥膳味,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35521,"牛肉,　拉麵,　炸雞,",Mr.麵王,ChIJl2R0h9x2bjQR9_Mlr3qbDBQ,,
35160,"牛肉,　店家,　牛肉湯,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35492,"牛肉,　味道,　老闆,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
35596,"牛肉,　味,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
11219,"牛肉,　乳,　公牛,　公牛,　老母,　牛,　牛,　牛,　肉牛,",西羅殿牛肉湯,ChIJoTun0PR2bjQRhyGcuZAEZnQ,,
35515,"牛肉,　沙茶,　青菜,　牛肉,　辣椒,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
35545,"牛肉,　位置,　人員,　動作,　整體,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
30442,"牛肉,　肌紅,　蛋白,　味道,　牛肉,",圓環牛肉湯,ChIJB2ZOnnp2bjQRDVJ3TmUvews,,
35523,"牛肉,　肉臊飯,",牛肉の場牛肉湯,ChIJGWy9L2R2bjQRuyw7ptiW1Ac,,
35104,"牛肉,　肉臊,　湯,　汁,",康樂街牛肉湯,ChIJOwhpYmZ2bjQR9O1IbVc0X4s,,
35524,"牛肉,　肉燥飯,",康樂街牛肉湯,ChIJOwhpYmZ2bjQR9O1IbVc0X4s,,
35527,"牛肉,　肉燥飯,",康樂街牛肉湯,ChIJOwhpYmZ2bjQR9O1IbVc0X4s,,
35529,"牛肉,　肉燥飯,",牛肉の場牛肉湯,ChIJGWy9L2R2bjQRuyw7ptiW1Ac,,
35528,"牛肉,　肉燥,　飯,　湯,　菜,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35526,"牛肉,　肉燥,　飯,　酒,　湯,　味道,",康樂街牛肉湯,ChIJOwhpYmZ2bjQR9O1IbVc0X4s,,
35525,"牛肉,　肉燥,　飯,　拼盤,　牛筋,　醬汁,　 牛肉湯,",牛肉の場牛肉湯,ChIJGWy9L2R2bjQRuyw7ptiW1Ac,,
35530,"牛肉,　肉燥,　飯,　招牌,　牛肉湯,　老闆,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35531,"牛肉,　肉質,　牛肉,　高麗菜,",圓環牛肉湯,ChIJB2ZOnnp2bjQRDVJ3TmUvews,,
12007,"牛肉,　肉質,　口感,　老闆,　老闆娘,　手藝,　芥蘭,　牛肉飯,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35533,"牛肉,　肉質,　人,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
35613,"牛肉,　肉質,",轉角餐廳 Corner Steak House,ChIJv6xjdJN2bjQRUfUU9J5G5uc,,
35532,"牛肉,　肉質,",圓環牛肉湯,ChIJB2ZOnnp2bjQRDVJ3TmUvews,,
40875,"牛肉,　肉盤,　份量,　湯頭,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
35610,"牛肉,　肉湯,　白飯,　香氣,",勝立牛肉湯,ChIJ_xxzVcJ2bjQR7vQzlK2nrRk,,
9327,"牛肉,　肉,",毛丼 丼飯專門店,ChIJi1e38o92bjQRXiRzbi8D5QM,,
17629,"牛肉,　肉,",圓環牛肉湯,ChIJB2ZOnnp2bjQRDVJ3TmUvews,,
15130,"牛肉,　老闆娘,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
35092,"牛肉,　老闆,　筋膜,　甜醬,　薑絲,　朝氣,　早餐,",康樂街牛肉湯,ChIJOwhpYmZ2bjQR9O1IbVc0X4s,,
18454,"牛肉,　老闆,　口味,　湯,　價格,　佛心,",牛肉の場牛肉湯,ChIJGWy9L2R2bjQRuyw7ptiW1Ac,,
35483,"牛肉,　老闆,　人,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
611,"牛肉,　老闆,",康樂街牛肉湯,ChIJOwhpYmZ2bjQR9O1IbVc0X4s,,
35553,"牛肉,　老闆,",康樂街牛肉湯,ChIJOwhpYmZ2bjQR9O1IbVc0X4s,,
35536,"牛肉,　老人家,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
20928,"牛肉,　羊肉,",羊城小食店,ChIJcQEuM4Z2bjQR3YQ5ePhWtdk,,
33390,"牛肉,　地方,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
15470,"牛肉,　份量,　誠意,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35479,"牛肉,　份量,　湯頭,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
35088,"牛肉,　份量,　湯頭,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
35561,"牛肉,　份量,　味道,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35127,"牛肉,　份量,　肉,",庫肯花園餐廳,ChIJraKVcpN2bjQR5PWTIKGLq5Q,,
18121,"牛肉,　份量,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35563,"牛肉,　份量,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
7457,"牛肉,　份量,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
35562,"牛肉,　份量,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
35504,"牛肉,　份量,",康樂街牛肉湯,ChIJOwhpYmZ2bjQR9O1IbVc0X4s,,
35153,"牛肉,　份量,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
35560,"牛肉,　份量,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
39507,"牛肉,　份量,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
11352,"牛肉,　生意,　時段,",段純貞-台南小西門店,ChIJS9Bl9Xt2bjQRjkBitCjt7aA,,
37504,"牛肉,　本味,　肉片,",圓環牛肉湯,ChIJB2ZOnnp2bjQRDVJ3TmUvews,,
36570,"牛肉,　台南人,　口袋,　名單,　人,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
40674,"牛肉,　牛腩,",康樂街牛肉湯,ChIJOwhpYmZ2bjQR9O1IbVc0X4s,,
35555,"牛肉,　牛絞肉,　稀飯,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
35567,"牛肉,　牛筋,　牛肚,　用料,　湯頭,　味,",段純貞-台南小西門店,ChIJS9Bl9Xt2bjQRjkBitCjt7aA,,
35615,"牛肉,　牛筋,　牛肚,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
35566,"牛肉,　牛筋,　 麵,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
13502,"牛肉,　牛筋,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35568,"牛肉,　牛舌湯,　湯頭,",圓環牛肉湯,ChIJB2ZOnnp2bjQRDVJ3TmUvews,,
35159,"牛肉,　牛肉麵,",阿滿牛肉湯,ChIJrxqgINF1bjQR58rCvGWhV-Y,,
1994,"牛肉,　牛肉湯,　薑絲,　米酒,　風味,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
4841,"牛肉,　牛肉湯,　味道,　原味,　米酒,　風味,　美味,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
16403,"牛肉,　牛肉湯,　味,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
31034,"牛肉,　牛肉湯,　牛肉,　香,　牆,　牛,　知識,　牛肉湯店,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35514,"牛肉,　牛肉湯,　牛肉 ,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
28615,"牛肉,　牛肉湯,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35176,"牛肉,　牛肉湯,",阿滿牛肉湯,ChIJrxqgINF1bjQR58rCvGWhV-Y,,
20927,"牛肉,　牛肉湯,",西羅殿牛肉湯,ChIJoTun0PR2bjQRhyGcuZAEZnQ,,
7337,"牛肉,　牛肉湯,",牛肉の場牛肉湯,ChIJGWy9L2R2bjQRuyw7ptiW1Ac,,
35513,"牛肉,　牛肉湯,",圓環牛肉湯,ChIJB2ZOnnp2bjQRDVJ3TmUvews,,
916,"牛肉,　牛肉,　燥飯,　肉燥飯,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
20926,"牛肉,　牛肉,　湯頭,　洋蔥湯,　湯頭,",康樂街牛肉湯,ChIJOwhpYmZ2bjQR9O1IbVc0X4s,,
35503,"牛肉,　牛肉,　高麗菜,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35565,"牛肉,　牛肉,　牛筋湯,　雪花,　牛肉湯,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
26184,"牛肉,　牛肉,　火鍋,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
35453,"牛肉,　牛肉,",圓環牛肉湯,ChIJB2ZOnnp2bjQRDVJ3TmUvews,,
35466,"牛肉,　牛心,　味道,",康樂街牛肉湯,ChIJOwhpYmZ2bjQR9O1IbVc0X4s,,
35146,"牛肉,　牛心,　牛腩,　份量,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
27866,"牛肉,　牛心,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
37425,"牛肉,　牛大骨,　膠質,　蛋白,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
25264,"牛肉,　牛,　層次,　牛肉湯,　牛肉,　部位,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
35505,"牛肉,　牛,　肋條,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
35592,"牛肉,　牛,　大骨湯,　牛肉湯,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
35537,"牛肉,　牛,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
17557,"牛肉,　火鍋,　環境,　菜單,　酒單,　多樣性,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
35575,"牛肉,　火鍋,　餐點,　價格,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
28932,"牛肉,　火鍋,　價位,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
35584,"牛肉,　火鍋,　經濟,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
19413,"牛肉,　火鍋,　粥,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
35588,"牛肉,　火鍋,　湯頭,　牛肉,　牛尾巴,　環境,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
35578,"牛肉,　火鍋,　湯頭,　牛肉,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
7314,"牛肉,　火鍋,　湯頭,　火鍋料,　亮點,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
28743,"牛肉,　火鍋,　湯頭,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
13040,"牛肉,　火鍋,　涮,　牛肉,　牛肉湯,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
35583,"牛肉,　火鍋,　食材,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
35581,"牛肉,　火鍋,　東西,　老闆,　人,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
35585,"牛肉,　火鍋,　服務員,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
35579,"牛肉,　火鍋,　老闆娘,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
9348,"牛肉,　火鍋,　牛肉飯,　牛肚,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
4015,"牛肉,　火鍋,　牛肉湯,　食物,　種類,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
35582,"牛肉,　火鍋,　牛肉,　碗,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
35586,"牛肉,　火鍋,　牛肉,　牛,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
17212,"牛肉,　火鍋,　牛,　骨髓,　牛筋,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
8073,"牛肉,　火鍋,　P值,　.,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
18761,"牛肉,　火鍋,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
28933,"牛肉,　火鍋,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
35577,"牛肉,　火鍋,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
7318,"牛肉,　火鍋,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
25283,"牛肉,　火鍋,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
33535,"牛肉,　火鍋,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
35576,"牛肉,　火鍋,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
35580,"牛肉,　火鍋,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
35587,"牛肉,　火鍋,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
39985,"牛肉,　火鍋,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
34373,"牛肉,　水餃,　牛腱,　牛肉,　燥飯,　牛雜,",牛肉の場牛肉湯,ChIJGWy9L2R2bjQRuyw7ptiW1Ac,,
35538,"牛肉,　水準,　媽媽,",圓環牛肉湯,ChIJB2ZOnnp2bjQRDVJ3TmUvews,,
13503,"牛肉,　切盤,",小北牛肉湯,ChIJWWkVnFh2bjQRIYVXz8aS0AI,,
40316,"牛肉,　大盤,　大盤,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
35604,"牛肉,　口感,　嚼勁,",阿滿牛肉湯,ChIJrxqgINF1bjQR58rCvGWhV-Y,,
35602,"牛肉,　口感,　湯頭,　牛肉湯,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
6546,"牛肉,　口感,　水準,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
35508,"牛肉,　口感,　口感,　風味,　人,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
35603,"牛肉,　口感,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
39017,"牛肉,　口感,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
4872,"牛肉,　口感,",康樂街牛肉湯,ChIJOwhpYmZ2bjQR9O1IbVc0X4s,,
35605,"牛肉,　口味,　選擇,　肉質,　湯頭,　牛舌,　牛肉湯,",圓環牛肉湯,ChIJB2ZOnnp2bjQRDVJ3TmUvews,,
35042,"牛肉,　口味,",段純貞-台南小西門店,ChIJS9Bl9Xt2bjQRjkBitCjt7aA,,
35097,"牛肉,　口味,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
35608,"牛肉,　口,　牛肉飯,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
24700,"牛肉,　三明治,　套餐,　份量,　人,　三明治,",庫肯花園餐廳,ChIJraKVcpN2bjQR5PWTIKGLq5Q,,
35552,"牛肉,　人員,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
35476,"牛肉,　人,　碗,　份量,　美食,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
35457,"牛肉,　人,　印象深刻,",西羅殿牛肉湯,ChIJoTun0PR2bjQRhyGcuZAEZnQ,,
35609,"牛肉,　ㄧ燥,　飯,　牛肉湯,",康樂街牛肉湯,ChIJOwhpYmZ2bjQR9O1IbVc0X4s,,
7312,"牛肉,　Q彈,　柴,　湯,　油脂,",圓環牛肉湯,ChIJB2ZOnnp2bjQRDVJ3TmUvews,,
7316,"牛肉,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35086,"牛肉,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35133,"牛肉,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35144,"牛肉,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35166,"牛肉,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35167,"牛肉,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
35152,"牛肉,",小北牛肉湯,ChIJWWkVnFh2bjQRIYVXz8aS0AI,,
35477,"牛肉,",轉角餐廳 Corner Steak House,ChIJv6xjdJN2bjQRUfUU9J5G5uc,,
35551,"牛肉,",轉角餐廳 Corner Steak House,ChIJv6xjdJN2bjQRUfUU9J5G5uc,,
24984,"牛肉,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
33351,"牛肉,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
33484,"牛肉,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
35141,"牛肉,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
35180,"牛肉,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
35461,"牛肉,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
35496,"牛肉,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
35499,"牛肉,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
35601,"牛肉,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
692,"牛肉,",段純貞-台南小西門店,ChIJS9Bl9Xt2bjQRjkBitCjt7aA,,
1665,"牛肉,",段純貞-台南小西門店,ChIJS9Bl9Xt2bjQRjkBitCjt7aA,,
