,0
73747,樹
73748,"趣味,"
73749,菜粽
73750,"風味,"
73751,嘴
73752,"香味,"
73753,冰品
73754,選擇
73755,"口味,"
73756,"豆花,"
73757,百貨
73758,美食展
73759,手工
73760,"蛋捲,"
73761,"網路,"
73762,滷味
73763,"口味,"
73764,肉燥飯
73765,冬瓜
73766,"檸檬,"
73767,電視
73768,"介紹,"
73769,"電視,"
73770,羊肉湯
73771,口味
73772,碗粿
73773,魚羹湯
73774,魚肉
73775,鮮味
73776,"羹湯,"
73777,路
73778,"冰,"
73779,路
73780,油飯
73781,四神湯
73782,青菜
73783,鴨蛋
73784,"價格,"
73785,牛肉
73786,肌紅
73787,蛋白
73788,味道
73789,"牛肉,"
73790,貨櫃屋
73791,布丁
73792,奶茶
73793,"冰沙,"
73794,"口味,"
73795,座位
73796,鱔魚
73797,腥味
73798,"鍋氣,"
73799,巷子
73800,"煎餅,"
73801,腳踏車
73802,甜品
73803,預期
73804,"美味,"
73805,"菜色,"
73806,綠豆汁
73807,"機車,"
73808,冬瓜茶
73809,"口味,"
73810,家族
73811,菜色
73812,"口味,"
73813,糕餅
73814,"發展,"
73815,胡椒鹽
73816,"食物,"
73817,nan
73818,nan
73819,nan
73820,蚵仔煎
73821,肉燥
73822,味道
73823,"外表,"
73824,nan
73825,豬心
73826,杏仁
73827,"茶,"
73828,"湯圓,"
73829,碗粿
73830,地點
73831,"優勢,"
73832,nan
73833,人氣
73834,豆漿
73835,豆花
73836,"內料,"
73837,文創
73838,小吃
73839,創意
73840,"美食,"
73841,"特價,"
73842,小店
73843,蜜餞
73844,品項
73845,餅乾
73846,糖果
73847,玩具
73848,"氣氛,"
73849,"劇,"
73850,芒果
73851,布丁
73852,牛乳
73853,冰
73854,氣味
73855,"人,"
73856,美食
73857,資歷
73858,"評論,"
73859,店址
73860,蜜地瓜
73861,豆漿
73862,"豆花,"
73863,秋老虎
73864,心
73865,冰品
73866,人生
73867,"事,"
73868,巷弄
73869,小店
73870,咖啡
73871,選項
73872,手沖
73873,"咖啡,"
73874,巷弄
73875,"咖啡,"
73876,巷子
73877,紅茶
73878,巷子
73879,茶香
73880,"杯裝,"
73881,巷子
73882,味道
73883,韻
73884,"紅茶,"
73885,巷子
73886,網路
73887,"湯頭,"
73888,老闆
73889,食物
73890,食物
73891,座位
73892,肉圓
73893,"飽足感,"
73894,牛肉湯
73895,名氣
73896,"店家,"
73897,"牛腩,"
73898,nan
73899,"餐會,"
73900,"二技,"
73901,地方
73902,"味道,"
73903,老屋
73904,風華
73905,人情味
73906,甜品
73907,湯品
73908,"芋圓,"
73909,米糕
73910,油飯
73911,米糕
73912,"可能性,"
73913,鱔魚
73914,"意麵,"
73915,高粱
73916,"酸菜,"
73917,"牛筋,"
73918,青年
73919,滷味
73920,價位
73921,麵線
73922,份量
73923,"人,"
73924,店面
73925,座位
73926,水果
73927,食材
73928,"新鮮度,"
73929,食物
73930,"牛肉,"
73931,年輕人
73932,"時代,"
73933,"鱔魚,"
73934,"收穫,"
73935,炒米粉
73936,肉燥
73937,有
73938,香菇
73939,"菜,"
73940,"學子,"
73941,"檸檬乾,"
73942,老囗味
73943,"價格,"
73944,經典
73945,"美食,"
73946,經典
73947,"美味,"
73948,牛
73949,火鍋
73950,"湯頭,"
73951,食材
73952,餐點
73953,速食
73954,環境
73955,"空間,"
73956,人
73957,者
73958,"冰,"
73959,"水果,"
73960,美食
73961,綠豆汁
73962,口感
73963,"美食,"
73964,"美食,"
73965,"美味,"
73966,傳統
73967,味道
73968,經濟
73969,紅蟳
73970,米糕
73971,雞仔
73972,豬肚
73973,鱉
73974,"鱔魚,"
73975,"豆花,"
73976,沙拉吧
73977,"濃湯,"
73978,nan
73979,地
73980,選擇性
73981,"肚子,"
73982,豆花
73983,"內行人,"
73984,nan
73985,"擔仔麵,"
73986,nan
73987,"海鮮,"
73988,"風味,"
73989,美食
73990,觀光客
73991,"價格,"
73992,美食
73993,價位
73994,"口味,"
73995,"美食,"
73996,美食
73997,老字號
73998,肉粽
73999,"首選,"
74000,"美食,"
74001,"美食,"
74002,"美食,"
74003,美味 
74004,名人
74005,碗粿
74006,米香
74007,味蕾
74008,魚羹
74009,"幸福感,"
74010,指標性
74011,美食
74012,包子
74013,水晶餃
74014,香餅
74015,綠豆椪
74016,"鹹糕,"
74017,店家
74018,"美食,"
74019,地
74020,話
74021,"環境,"
74022,地
74023,"平價,"
74024,"地,"
74025,古早味
74026,"價格,"
74027,豆花
74028,豆花
74029,"口,"
74030,招牌
74031,味道
74032,"大小,"
74033,"老字號,"
74034,地
74035,"滋味,"
74036,地
74037,"滋味,"
74038,"味道,"
74039,台南味
74040,台北人
74041,甜度
74042,"虱目魚,"
74043,"味道,"
74044,人
74045,味道
74046,東西
74047,臭豆腐
74048,綜合
74049,"湯,"
74050,水果
74051,冰
74052,人
74053,"滋味,"
74054,口味
74055,麵包
74056,肉包
74057,喜餅
74058,虱目魚
74059,Q餅
74060,黑麻吉
74061,"口味,"
74062,"口味,"
74063,朋友
74064,綠豆湯
74065,"綠豆水,"
74066,朋友
74067,店家
74068,糖度
74069,冬瓜味
74070,"糖,"
74071,朋友
74072,擔仔麵
74073,火燒
74074,蝦
74075,小菜
74076,章魚
74077,"豬腳,"
74078,朋友
74079,綠豆湯
74080,綠豆
74081,"薏仁,"
74082,朋友
74083,肉圓
74084,"味道,"
74085,"觀光客,"
74086,店家
74087,小籠包
74088,排骨麵
74089,排骨
74090,香
74091,"湯麵,"
74092,"店家,"
74093,"豆花,"
74094,口味
74095,"冰枝,"
74096,"魚皮丸湯,"
74097,米糕
74098,香菇
74099,"香氣,"
74100,肉燥飯
74101,綜合丸
74102,"湯,"
74103,米糕
74104,配料
74105,肉燥
74106,湯汁
74107,肉鬆
74108,口感
74109,"四神湯,"
74110,"麻糬,"
74111,水果
74112,冰品
74113,"布丁,"
74114,nan
74115,nan
74116,nan
74117,味道
74118,"用料,"
74119,老字號
74120,老闆
74121,單品
74122,"咖啡,"
74123,台南人
74124,沙拉
74125,價錢
74126,"生意,"
74127,nan
74128,"美食,"
74129,地
74130,"小吃,"
74131,地
74132,水果
74133,冰品
74134,料
74135,"味,"
74136,早餐
74137,地方
74138," 牛肉,"
74139,"地,"
74140,米糕
74141,"四神湯,"
74142,地
74143,滋味
74144,蚵仔煎
74145,"口味,"
74146,牛肉湯
74147,牛肉
74148,牛肉
74149,火鍋
74150,"價位,"
74151,"地,"
74152,地
74153,"最愛,"
74154,美食
74155,"菜,"
74156,美食
74157,炸肉飯
74158,中食
74159,"餐點,"
74160,地
74161,"味道,"
74162,地
74163,"味道,"
74164,地
74165,味道
74166,星
74167,"人,"
74168,"味道,"
74169,味道
74170,"價位,"
74171,"味道,"
74172,味道
74173,平價
74174,"口味,"
74175,牛肉湯
74176,肉質
74177,"老闆,"
74178,"地,"
74179,"小吃,"
74180,地
74181,"選擇,"
74182,地
74183,平價
74184,"刨冰,"
74185,地
74186,平價
74187,"味道,"
74188,地
74189,平價
74190,"小吃 ,"
74191,美食
74192,"地方,"
74193,nan
74194,料理
74195,砂鍋
74196,鴨
74197,米糕
74198,蟹黃
74199,古早味
74200,"米糕,"
74201,"風味,"
74202,"美食,"
74203,生活
74204,"口味,"
74205,蚵仔煎
74206,香菇
74207,"肉湯,"
74208,"小吃,"
74209,"小吃,"
74210,台南人
74211,"伴手禮,"
74212,台南人
74213,味道
74214,"小吃,"
74215,"台南人,"
74216,地
74217,台南人
74218,"牛腩湯,"
74219,台南人
74220,平價
74221,"點心,"
74222,台南
74223,人
74224,"味道,"
74225,"地手,"
74226,地
74227,"味道,"
74228,"地,"
74229,小店
74230,杏仁茶
74231,"味道,"
74232,地
74233,"小吃,"
74234,地
74235,"小吃,"
74236,小吃
74237,素食
74238,選擇
74239,醬油膏
74240,味道
74241,"粽子,"
74242,"小吃,"
74243,小吃
74244,"味道,"
74245,"小吃,"
74246,小吃
74247,"價格,"
74248,小吃
74249, 湯
74250,味
74251,"價,"
74252,"口味,"
74253,口味
74254,"小吃,"
74255,在地人
74256,價格
74257,冬粉
74258,"肉包,"
74259,"在地人,"
74260,在地人
74261,"小店,"
74262,在地人
74263,飯桌
74264,"進化版,"
74265,在地人
74266,"觀光客,"
74267,在地人
74268,古早味
74269,"味道,"
74270,在地人
74271,醬料
74272,"靈魂,"
74273,在地人
74274,密
74275,"芒果,"
74276,在地人
74277,"美食,"
74278,在地人
74279,"擔仔麵,"
74280,在地人
74281,"擔仔麵,"
74282,"在地人,"
74283,在地人
74284,土托魚
74285,"胡椒粉,"
74286,在地人
74287,地方
74288,"紅茶,"
74289,"在地人,"
74290,在地人
74291,"古早味,"
74292,在地人
74293,冬瓜茶
74294,"冬瓜磚,"
74295,"在地人,"
74296,"在地人,"
74297,"在地人,"
74298,在地人
74299,"饕客,"
74300,"在地人,"
74301,在地人
74302,銀
74303,"東瓜味,"
74304,"在地人,"
74305,在地人
74306,杯
74307,"冬瓜茶,"
74308,"在地人,"
74309,在地人
74310,經典
74311,"美食,"
74312,在地人
74313,"飲料,"
74314,在地人
74315,"飯桌,"
74316,在地人
74317,"最愛,"
74318,在地人
74319,"最愛,"
74320,在地人
74321,最愛
74322,排骨飯
74323,"一絕,"
74324,在地人
74325,"最愛,"
74326,在地人
74327,小吃
74328,"價格,"
74329,在地人
74330,米糕
74331,美食
74332,"名單,"
74333,在地人
74334,"早餐,"
74335,在地人
74336,早餐
74337,"人,"
74338,在地人
74339,早餐
74340,古早味
74341,蛋餅
74342,花生
74343,牛奶
74344,麥蛋
74345,吐司
74346,先生
74347,"家鄉味,"
74348,在地人
74349,"口味,"
74350,在地人
74351,平價
74352,"美食,"
74353,在地人
74354,冬瓜茶
74355,"首選,"
74356,在地人
74357,"口味,"
74358,在地人
74359,觀光客
74360,"小吃,"
74361,在地人
74362,"地方,"
74363,在地人
74364,擔仔麵
74365,"名氣,"
74366,在地人
74367,蝨目魚
74368,"料理,"
74369,在地人
74370,魚肚湯
74371,"滷蛋,"
74372,在地人
74373,用料
74374,老闆
74375,"闆娘,"
74376,"在地人,"
74377,在地人
74378,杏仁
74379,豆腐
74380,茶
74381,芋頭
74382,Q
74383,綠豆
74384,"饌,"
74385,在地人
74386,"牛肉湯,"
74387,在地人
74388,生意
74389,"新鮮度,"
74390,在地人
74391,古早味
74392,"風味,"
74393,"在地人,"
74394,在地人
74395,"選項,"
74396,在地人
74397,"冰棒,"
74398,在地人
74399,材
74400,"料,"
74401,在地人
74402,"蜜餞行,"
74403,在地人
74404,選擇
74405,"火雞肉飯,"
74406,nan
74407,拉薩麵
74408,環境
74409,"在地人,"
74410,"地,"
74411,美食
74412,狀態
74413,"米糕,"
74414,nan
74415,"米糕,"
74416,nan
74417,"特色,"
74418,碗粿
74419,"碗粿,"
74420,擔仔麵
74421,"擔仔麵,"
74422,食物
74423,"原形,"
74424,台包
74425,"口味,"
74426,nan
74427,鱔魚
74428,口感
74429,"點,"
74430,"火雞肉飯,"
74431,nan
74432,nan
74433,"米糕,"
74434,"米糕,"
74435,肉包
74436,口味
74437,"台包,"
74438,"牛肉湯店,"
74439,"老字號,"
74440,歷史
74441,早餐
74442,三明治
74443,花盆
74444,"提拉米蘇,"
74445,整體
74446,麻煩
74447,"小吃,"
74448,nan
74449,魷魚
74450,"遊戲,"
74451,碗粿
74452,老闆
74453,"食材,"
74454,香腸
74455,熟
74456,肉
74457,"口味,"
74458,時期
74459,"朋友,"
74460,小吃
74461,碗糕
74462,豆仔湯
74463,"環境,"
74464,nan
74465,nan
74466,牛肉湯
74467,"人,"
74468,鱔魚
74469,"意麵,"
74470,衞生
74471,環境
74472,牛肉湯
74473,湯頭
74474,"肉質,"
74475,平價
74476,小籠湯包
74477,"選擇,"
74478,小籠包
74479,湯汁
74480,"皮,"
74481,"冰,"
74482,冬瓜
74483,茶
74484,"體力,"
74485,"料理,"
74486,口味
74487,肉圓
74488,"用料,"
74489,牛肉麵
74490,口感
74491,雞肉
74492,"麵,"
74493,水準
74494,"米糕,"
74495,口袋
74496,"名單,"
74497,口味
74498,牛肉麵
74499,"原因,"
74500,"冰,"
74501,"吃法,"
74502,碗
74503,牛肉湯
74504,"碗,"
74505,文化
74506,輕食
74507,麻糬
74508,鬆餅
74509,"冰滴,"
74510,人
74511,"碗,"
74512,水果
74513,生意
74514,"甜度,"
74515,廟
74516,特色
74517,店鋪
74518,冬瓜
74519,茶
74520,冬瓜
74521,"檸檬,"
74522,nan
74523,味道
74524,辣椒
74525,"醬油,"
74526,nan
74527,古早味
74528,"紅茶,"
74529,客人
74530,情況
74531,冰
74532,咖啡
74533,"糖,"
74534,巷
74535,古早味
74536,煎餅
74537,"人,"
74538,巷子
74539,杯
74540,口感
74541,"茶味,"
74542,冷氣
74543,菜餚
74544,"平價,"
74545,冰
74546,"甜度,"
74547,關係
74548,碗
74549,意麵
74550,扁食
74551,"麵,"
74552,棺材板
74553,棺材板
74554,"東西,"
74555,口
74556,"滋味,"
74557,三角窗
74558,位置
74559,招牌
74560,台南人
74561,"肉包,"
74562,芥蘭
74563,牛肉
74564,台南人
74565,"胃口,"
74566,"棺材板,"
74567,"人潮,"
74568,情形
74569,盛名
74570,店家
74571,棺材板
74572,鱔魚
74573,"味道,"
74574,月桃
74575,香氣
74576,"回憶,"
74577,整體
74578,特色
74579,"水準,"
74580,價格
74581,湯頭
74582,"水,"
74583,割包
74584,"口味,"
74585,蝦仁
74586,"肉圓,"
74587,棺材板
74588,玉米
74589,濃湯
74590,"吐司,"
74591,熱炒類
74592,"口味,"
74593,五顏六色
74594,饅頭
74595,膨餅
74596,"人,"
74597,nan
74598,nan
74599,肉圓
74600,外皮
74601,內餡
74602,"瘦肉,"
74603,雞肉
74604,骨頭
74605,血
74606,"肉,"
74607,奶精
74608,鮮
74609,奶油
74610,手沖
74611,咖啡
74612,咖啡
74613,味道
74614,"比例,"
74615,"虱目魚,"
74616,"小籠包,"
74617,花生
74618,老闆
74619,米
74620,粉
74621,"狀元糕,"
74622,東西
74623,"碗,"
74624,麻糬
74625,食客
74626,"美食,"
74627,品項
74628,味
74629,"五星 ,"
74630,身體
74631,症狀
74632,果汁
74633,"口感,"
74634,豆類
74635,製品
74636,豆製品
74637,店家
74638,辣椒
74639,辣油
74640, 蔥
74641,酸菜
74642,"量,"
74643,糖粉
74644,"整體,"
74645,口味
74646,"商品,"
74647,"油雞,"
74648,nan
74649,牛肉湯
74650,豬肉
74651,燥
74652,"飯,"
74653,巷子
74654,台南人
74655,小吃
74656,"遊客,"
74657,在地人
74658,"美味,"
74659,餐桌
74660,四神湯
74661,手工
74662,米腸
74663,內臟
74664,"湯頭,"
74665,感覺
74666,樂活團
74667,餐
74668,團員
74669,"們,"
74670,冰
74671,料
74672,味
74673,芋頭
74674,錢
74675,冷氣
74676,"速度,"
74677,蛋
74678,湯
74679,溫度
74680,"當地人,"
74681,"蔬菜,"
74682,nan
74683,土魠魚
74684,"CP值,"
74685,手工
74686,"魚麵,"
74687,nan
74688,天 
74689,杏仁
74690,紅豆
74691,牛奶
74692,"冰,"
74693,飯局
74694,早餐
74695,胃
74696,"金,"
74697,nan
74698,大雨
74699,價格
74700,"老闆,"
74701,湯頭
74702,"牛肉,"
74703,人類
74704,好奇心
74705,"名,"
74706,好評
74707,"連假,"
74708,"地方,"
74709,非會員
74710,"飯,"
74711,朋友
74712,餐點
74713,南瓜
74714,燻雞
74715,海鮮鍋
74716,份量
74717,"女生,"
74718,餐點
74719,"豬肋排,"
74720,形狀
74721,"口感,"
74722,nan
74723,"評價,"
74724,花生
74725,冰沙
74726,花生
74727,味道
74728,"價位,"
74729,因素
74730,星
74731,燒肉飯
74732,沙拉
74733,"味增湯,"
74734,肉燥飯
74735,"知名度,"
74736,米糕
74737,米糕
74738,肉燥
74739,魚酥
74740,"吃法,"
74741,nan
74742,套餐
74743,"餐棒,"
74744,本質
74745,食物
74746,"食物,"
74747,回憶
74748,肚
74749,"日記,"
74750,"味道,"
74751,"滋味,"
74752,回憶
74753,"美味,"
74754,"味道,"
74755,泡麵
74756,"滋味,"
74757,時期
74758,"味道,"
74759,nan
74760,回程
74761,粽葉
74762,米糕
74763,冷凍庫
74764,電鍋
74765,鄉愁
74766,"好物,"
74767,"最,"
74768,nan
74769,nan
74770,nan
74771,小時
74772,科學麵
74773,梅子
74774,"口味,"
74775,nan
74776,"錢,"
74777,nan
74778,nan
74779,"鮮乳塔,"
74780,菜粽
74781,花生粉
74782,老闆
74783,"粽香,"
74784,車
74785,人
74786,"風格,"
74787,肉片
74788,"優點,"
74789,"古早味,"
74790,nan
74791,nan
74792,nan
74793,nan
74794,"茶,"
74795,口感
74796,滋味
74797,"杯,"
74798,nan
74799,牛肉湯
74800,"旅,"
74801,"杏仁茶,"
74802,nan
74803,杏仁茶
74804,湯圓
74805,油條
74806,"湯圓,"
74807,nan
74808,nan
74809,nan
74810,nan
74811,nan
74812,"份量,"
74813,"手藝,"
74814,甜點
74815,芋頭
74816,"湯圓,"
74817,鱔魚
74818,"意麵,"
74819,"味道,"
74820,路
74821,晚餐
74822,火車
74823,"老公,"
74824,味道
74825,杏仁
74826,奶酪
74827,芋圓
74828,"價位,"
74829,味道
74830,"美食,"
74831,nan
74832,吐司
74833,油
74834,湯汁
74835,麵粉
74836,"胡椒味,"
74837,吐司
74838,吐司
74839,內餡
74840,沙拉
74841,生菜
74842,水份
74843,嘴
74844,融合度
74845,"饗宴,"
74846,吐司
74847,風味
74848,"人,"
74849,吐司
74850,"油香味,"
74851,"油條,"
74852,nan
74853,"肉燥麵,"
74854,名
74855,子女
74856,"麵包,"
74857,nan
74858,nan
74859,nan
74860,名氣
74861,"名產,"
74862,名氣
74863,銀
74864,"朋友,"
74865,"名氣,"
74866,"名氣,"
74867,"名氣,"
74868,古早味
74869,性格
74870,"老闆,"
74871,食物
74872,"種類,"
74873,"口味,"
74874,"紅茶,"
74875,nan
74876,"臉,"
74877,紅茶
74878,"口味,"
74879,名字
74880,活動
74881,"豬肉,"
74882,"米糕,"
74883,nan
74884,nan
74885,nan
74886,星
74887,好評
74888,美食
74889,"小吃,"
74890,"同學,"
74891,"價格,"
74892,價位
74893,"吧啡,"
74894,桌
74895,"丼飯,"
74896,nan
74897,"水晶餃,"
74898,鱔魚
74899,意麵
74900,腦
74901,胡瓜
74902,"聲音,"
74903,性質
74904,食物
74905,"戽斗,"
74906,同事
74907,"冰棒,"
74908,"同事,"
74909,朋友
74910,彩虹
74911,啤酒
74912,特調
74913,水蜜桃
74914,口感
74915,啤酒
74916,"特調,"
74917,同行
74918,料
74919,"感覺,"
74920,友人
74921,"虱目魚湯,"
74922,"合豐卡,"
74923,煙燻味
74924,蹄膀
74925,"麵包,"
74926,合菜
74927,合菜
74928,"人,"
74929,合菜
74930,砂鍋鴨
74931,經典
74932,菜
74933,水準
74934,"價格,"
74935,"口味,"
74936,口味
74937,"價位,"
74938,港式
74939,點心
74940,煲仔飯
74941,"口味,"
74942,美食
74943,食品
74944,家庭
74945,聚會
74946,地方
74947,"美食,"
74948,肉菜
74949,份量
74950,份量
74951,"經濟,"
74952,"料理,"
74953,冬瓜
74954,"茶,"
74955,水果乾
74956,口味
74957,"芒果乾,"
74958,小吃
74959,大人
74960,"小孩,"
74961,口味
74962,"土包子,"
74963,"口味,"
74964,口味
74965,包子
74966,"水晶餃,"
74967,丸
74968,感覺
74969,粉腸
74970,"口感,"
74971,“糧草”
74972,藥草
74973,"蔬菜,"
74974,食材
74975,"魚類,"
74976,肉質
74977,餐點
74978,"冰淇淋,"
74979,"品項,"
74980,nan
74981,料理
74982,"人,"
74983,"肉圓 ,"
74984,蜜餞
74985,"味道,"
74986,滷味
74987,"口味,"
74988,菜
74989,價廉
74990,料
74991,桌子
74992,阿姨
74993,桌
74994,"感覺,"
74995,"甜品,"
74996,排餐
74997,義大利麵
74998,"甜點,"
74999,配料
75000,"款式,"
75001,配料
75002,圓仔
75003,"芋頭,"
75004,臭豆腐
75005,料理
75006,店家
75007,臭豆腐
75008,小炒
75009,海鮮
75010,燒烤
75011,"火鍋,"
75012,料
75013,湯圓
75014,"價格,"
75015,蔬菜
75016,野菜
75017,營養
75018,"價值,"
75019,種類
75020,包子
75021,"饅頭,"
75022,"點心,"
75023,蜜餞
75024,份量
75025,老闆
75026,客人
75027,芭樂乾
75028,"招牌,"
75029,"蜜餞,"
75030,"小吃,"
75031,水果
75032,"冰,"
75033,"丸子湯,"
75034,"特色,"
75035,魚臊飯
75036,鹹粥
75037,胃口
75038,粥
75039,"油條,"
75040,nan
75041,nan
75042,評價
75043,值
75044,"牛肉湯,"
75045,鱔魚麵
75046,桌
75047,藥品
75048,帥哥
75049,"牛肉湯,"
75050,麵
75051,時候
75052,辣油
75053,醋
75054,醬油
75055,老饕
75056,"心情,"
75057,"鬆餅,"
75058,鬆餅
75059,咖啡
75060,"心情,"
75061,鍋
75062,身
75063,"火鍋味,"
75064,nan
75065,"蝴蝶,"
75066,蝦仁
75067,肉圓
75068,"地方,"
75069,蔬食
75070,高山
75071,野菜
75072,"湯底,"
75073,nan
75074,nan
75075,朋友
75076,火鍋
75077,"牛肉麵,"
75078,"貨,"
75079,nan
75080,"點心,"
75081,"地方,"
75082,nan
75083,地方
75084,東西
75085,米粉
75086,"豬血湯,"
75087,nan
75088,檸檬
75089,"果乾,"
75090,nan
75091,nan
75092,料
75093,"花生糖粉,"
75094,滷味
75095,老闆
75096,"豆乾,"
75097,"蜜餞,"
75098,芒果
75099,"冰,"
75100,綠豆湯
75101,粉角
75102,"口感,"
75103,粉粿
75104,"圓仔,"
75105,"狀元糕,"
75106,豆花
75107,老闆
75108,"人,"
75109,"豆花,"
75110,"肉羹,"
75111,米糕
75112,滷汁
75113,肉鬆
75114,小黃瓜
75115,"絕配,"
75116,"米糕,"
75117,"冰棒,"
75118,四
75119,神湯
75120,湯
75121,料
75122,"嘴,"
75123,咖啡
75124,奶茶
75125,咖啡
75126,"薄餅,"
75127,蝦仁
75128,肉圓
75129,火燒
75130,蝦
75131,"味道,"
75132,餐點
75133,"總體,"
75134,nan
75135,nan
75136,nan
75137,nan
75138,便當
75139,囗味
75140,火雞肉飯
75141,便當
75142,"小菜,"
75143,花生湯
75144,"老人家,"
75145,火雞肉飯
75146,"湯汁,"
75147,禮盒
75148,"鬼,"
75149,nan
75150,紅豆湯
75151,花生湯
75152,"燒餅,"
75153,nan
75154,"小吃,"
75155,"地雷,"
75156,"碗糕,"
75157,早餐
75158,抓餅
75159,蛋
75160,胡椒粉
75161,"醬膏,"
75162,nan
75163,"親友,"
75164,nan
75165,"美食,"
75166,套餐
75167,"料理,"
75168,"小籠包,"
75169,咖哩
75170,咖哩
75171,味道
75172,"米血,"
75173,nan
75174,地
75175,狀元粿
75176,"老闆,"
75177,"牛肉湯,"
75178,nan
75179,nan
75180,nan
75181,nan
75182,"心,"
75183,"店家,"
75184,"距離,"
75185,nan
75186,"火雞肉飯,"
75187,米糕
75188,米糕
75189,價位
75190,"份量,"
75191,包子
75192,"包子,"
75193,牛肉湯
75194,"牛肉湯,"
75195,麵
75196,"小時,"
75197,"麵,"
75198,"碗糕,"
75199,碗
75200,冰
75201,扁擔
75202,"豆花,"
75203,nan
75204,"茶,"
75205,"地方,"
75206,"平價,"
75207,nan
75208,"麵,"
75209,nan
75210,啤酒
75211,"人生,"
75212,魚羹
75213,蝦卷
75214,魚餅
75215,"氛圍,"
75216,牛肉
75217,牛肉湯
75218,牛肉
75219,香
75220,牆
75221,牛
75222,知識
75223,"牛肉湯店,"
75224,疫情
75225,"期間,"
75226,菜
75227,飯
75228,肉
75229,魚
75230,"選項,"
75231,喜酒
75232,環境
75233,"菜色,"
75234,火雞肉飯
75235,"時間,"
75236,米糕
75237,"味道,"
75238,nan
75239,nan
75240,nan
75241,美食
75242,"代,"
75243,"選擇,"
75244,"地方,"
75245,"地方,"
75246,nan
75247,nan
75248,用料
75249,牛排
75250,"店家,"
75251,"蒜泥,"
75252,晚餐
75253,名氣
75254,美食
75255,棺材板
75256,門
75257,"客人,"
75258,nan
75259,nan
75260,炭火味
75261,"麻醬,"
75262,豆
75263,"豆花,"
75264,水果
75265,原味
75266,化學
75267,"成分,"
75268,單品
75269,"味道,"
75270,海鮮
75271,"品質,"
75272,傳統
75273,小吃
75274,魚餃
75275,魚麵
75276,"肉燥飯,"
75277,魚丸
75278,材
75279,料
75280,湯頭
75281,味
75282,"湯,"
75283,手工
75284,"豆花,"
75285,老闆
75286,醬汁
75287,功夫
75288,口袋
75289,"名單,"
75290,豆花
75291,珍珠
75292,"豆花,"
75293,飯
75294,魚丸湯
75295,腥味
75296,"湯頭,"
75297,"時候,"
75298,座位
75299,"路,"
75300,月桃葉
75301,"粽子,"
75302,nan
75303,小卷
75304,米粉
75305,"彈性,"
75306,nan
75307,nan
75308,nan
75309,nan
75310,"狗,"
75311,nan
75312,腥味
75313,想像
75314,湯
75315,"中藥味,"
75316,古早味
75317,"餅乾,"
75318,蛋
75319,香味
75320,"布丁,"
75321,nan
75322,魚肉
75323,"口感,"
75324,nan
75325,口味
75326,"粉粿,"
75327,nan
75328,天氣
75329,電風扇
75330,"冷氣,"
75331,"鹹香感,"
75332,nan
75333,花生
75334,"粉糖,"
75335,"台灣味,"
75336,nan
75337,湯
75338,"高湯,"
75339,nan
75340,潤餅
75341,"口味,"
75342,肉燥
75343,"白菜,"
75344,"人,"
75345,nan
75346,nan
75347,整體
75348,"味道,"
75349,"肥肉,"
75350,處
75351,"氣氛,"
75352,古早味
75353,人
75354,餛飩
75355,魚丸湯
75356,老婆婆
75357,"親切感,"
75358,nan
75359,"風味,"
75360,nan
75361,韌性
75362,肉感
75363,"鮮味,"
75364,nan
75365,"幸福感,"
75366,nan
75367,口味
75368,雞蛋
75369,口味
75370,"煎餅,"
75371,配料
75372,粉圓
75373,粉角
75374,"嚼勁,"
75375,nan
75376,nan
75377,口味
75378,店家
75379,辣醬
75380,碗粿
75381,層次
75382,羹湯
75383,"甜,"
75384,nan
75385,nan
75386,nan
75387,nan
75388,"口感,"
75389,草莓
75390,哈密瓜
75391,冰
75392,貴
75393,冰
75394,"碗,"
75395,"選擇,"
75396,nan
75397,"朋友,"
75398,nan
75399,氣氛
75400,成分
75401,"料理,"
75402,"氣味,"
75403,nan
75404,原味
75405,"羶味,"
75406,唐揚雞
75407,"小時,"
75408,味道
75409,口袋
75410,"美食,"
75411,味道
75412,羹類
75413,"口味,"
75414,"豆花,"
75415,味道
75416,優點
75417,缺點
75418,環境衛生
75419,"問題,"
75420,nan
75421,"口味,"
75422,"食材,"
75423,口味
75424,"餐點,"
75425,口味
75426,"朋友,"
75427,肉粽
75428,"花生,"
75429,菜色
75430,"老闆,"
75431,nan
75432,"虱目魚,"
75433,nan
75434,nan
75435,nan
75436,nan
75437,nan
75438,時候
75439,滷丸
75440,肉燥
75441,油條
75442,肉燥
75443,油條
75444,"機會,"
75445,時候
75446,米糕
75447,口感
75448,肉汁
75449,"口感,"
75450,nan
75451,氛圍
75452,質感
75453,"朋友,"
75454,nan
75455,"甜品,"
75456,剉冰
75457,"網路,"
75458,"回憶,"
75459,"味道,"
75460,nan
75461,nan
75462,麻油
75463,"腰花湯,"
75464,"東西,"
75465,東西
75466,"問題,"
75467,"東西,"
75468,東西
75469,"口味,"
75470,"味道,"
75471,香味
75472,米糕
75473,"滷蛋,"
75474,蛋黃
75475,人
75476,料
75477,"碗粿,"
75478,"肉塊,"
75479,nan
75480,"鱔魚,"
75481,nan
75482,美味
75483,"人情味,"
75484,"故鄉味,"
75485,拉麵
75486,"地方,"
75487,"常客,"
75488,磚塊
75489,草莓
75490,"冰,"
75491,餅
75492,同事
75493,"們,"
75494,"食量,"
75495,"東西,"
75496,海鮮
75497,料理
