,0
8510,"燒肉飯,"
8511,燒肉飯
8512,沙拉
8513,"湯,"
8514,燒肉飯
8515,小菜
8516,湯品
8517,"燒肉,"
8518,"燒肉飯,"
8519,"燒肉飯,"
8520,"燒肉飯,"
8521,"燒肉飯,"
8522,燒肉飯
8523,"沙拉,"
8524,燒肉飯
8525,生菜
8526,沙拉
8527,味增湯
8528,"特色,"
8529,燒肉飯
8530,內容
8531,甜
8532,薑
8533,筍片
8534,沙拉
8535,味噌湯
8536,燒肉
8537,"味道,"
8538,燒肉飯
8539,薑片
8540,筍乾
8541,"筍乾,"
8542,燒肉飯
8543,沙拉
8544,"味增湯,"
8545,燒肉飯
8546,"人,"
8547,"燒肉飯,"
8548,燒肉飯
8549,口味
8550,附餐
8551,"沙拉,"
8552,燒肉飯
8553,沙拉
8554,味增湯
8555,"炭烤味,"
8556,燒肉飯
8557,沙拉
8558,味噌湯
8559,"口味,"
8560,燒肉飯
8561,"CP值,"
8562,燒肉飯
8563,沙拉
8564,味噌湯
8565,沙拉
8566,"肉,"
8567,"燒肉飯,"
8568,燒肉飯
8569,薑
8570,海苔
8571,壽司捲
8572,薑
8573,"筍絲,"
8574,燒肉飯
8575,白飯
8576,筍乾
8577,"燒肉,"
8578,燒肉飯
8579,生菜
8580,沙拉
8581,味噌湯
8582,人員
8583,"態度,"
8584,"燒肉飯,"
8585,燒肉
8586,味增
8587,湯
8588,"人潮,"
8589,燒肉
8590,"飯,"
8591,燒肉
8592,沙拉
8593,味增湯
8594,"份量,"
8595,燒肉粉
8596,味道
8597,"沙拉,"
8598,燒肉
8599,香氣
8600,米飯
8601,口感
8602,沙拉
8603,"湯,"
8604,炭
8605,"配菜,"
8606,燒肉
8607,筋
8608,里肌肉片
8609,肉
8610,方式
8611,嚼勁
8612,"肉汁,"
8613,燒肉
8614,餐
8615,沙拉
8616,"湯,"
8617,"燒肉,"
8618,"配菜,"
8619,"燒肉,"
8620,燒肉肉
8621,雞腿肉
8622,燒肉飯
8623,沙拉
8624,"味噌湯,"
8625,燒肉
8626,碳烤
8627,"蜜汁,"
8628,燒肉
8629,碳香味
8630,"媽媽,"
8631,燒肉
8632,小
8633,生菜
8634,"沙拉,"
8635,燒肉
8636,"價格,"
8637,燒肉
8638,沙拉
8639,"人,"
8640,燒肉
8641,"沙拉,"
8642,燒肉
8643,口味
8644,薑片
8645,"環境,"
8646,"燒肉,"
8647,燒肉
8648,"選擇,"
8649,燒肉
8650,薑片
8651,"絕配,"
8652,nan
8653,nan
8654,燒肉
8655,沙拉
8656,味噌湯
8657,雞腿
8658,"附餐,"
8659,燒肉
8660,雞腿
8661,"爌肉,"
8662,"雞腿,"
8663,竹子
8664,"肉圓,"
8665,"仙草,"
8666,"仙草,"
8667,燉雞
8668,麵
8669,"麵,"
8670,麵條
8671,Q彈
8672,湯頭
8673,服務生
8674,"耐心,"
8675,肉
8676,"店員,"
8677,店長
8678,"人,"
8679,nan
8680,燉
8681,雞麵
8682,平價版
8683,蘭
8684,拉麵
8685,"手工麵,"
8686,燉雞麵
8687,"雞腿,"
8688,"雞湯麵,"
8689,豬肉
8690,"口感,"
8691,nan
8692,燉飯
8693,義大利麵
8694,裝潢
8695,情侶
8696,家人
8697,"朋友,"
8698,燉飯
8699,義大利麵
8700,腐皮
8701,松露
8702,雞肉捲
8703,松露
8704,"薯條,"
8705,nan
8706,蜂蜜
8707,南洋風
8708,"豬里肌,"
8709,份量
8710,酒
8711,"男生,"
8712,"飯量,"
8713,口感
8714,醬汁
8715,"味道,"
8716,飲料
8717,肉類
8718,火
8719,"選擇,"
8720,nan
8721,nan
8722,nan
8723,nan
8724,nan
8725,米
8726,時間
8727,"感覺,"
8728,人
8729,"套餐,"
8730,嚼勁
8731,"人員,"
8732,生菜
8733,"沙拉,"
8734,口感
8735,洋味
8736,稀飯
8737,味道
8738,份量
8739,"誠意,"
8740,nan
8741,nan
8742,燉飯
8743,魚
8744,薯條
8745,"氣氛,"
8746,排餐
8747,"環境,"
8748,nan
8749,燈光
8750,老闆
8751,冰滴
8752,客人
8753,單品
8754,選項
8755,"老闆,"
8756,"燈光,"
8757,燈光
8758,氣氛
8759,奶油
8760,義大利麵
8761,"人,"
8762,燈光
8763,氣氛
8764,"東西,"
8765,燈光
8766,現代感
8767,麵
8768,"份量,"
8769,燈光
8770,氣氛
8771,"東西,"
8772,燈光
8773,氣氛
8774,"東西,"
8775,燈光
8776,"氣房,"
8777,"燈光,"
8778,燈光
8779,"別墅,"
8780,nan
8781,椰漿
8782,蝦
8783,"平價,"
8784,"藥水味,"
8785,海味
8786,米粉
8787,口感
8788,米苔目
8789,小卷
8790,"湯,"
8791,"桑葚汁,"
8792,豆香
8793,"味,"
8794,"杏仁湯,"
8795,杏仁茶
8796,杏仁
8797,豆腐
8798,"冰,"
8799,"杏仁味,"
8800,"台南味,"
8801,古早味
8802,手指
8803,米糕
8804,碗
8805,"動作,"
8806,"古早味,"
8807,冬瓜
8808,"香,"
8809,冬瓜
8810,"香,"
8811,"人情味,"
8812,"古早味,"
8813,古早味
8814,外皮
8815,內餡
8816,世紀
8817,灶台
8818,滷鍋
8819,"味道,"
8820,nan
8821,杏仁茶
8822,"口感,"
8823,"杏仁茶,"
8824,"薏仁湯,"
8825,"香,"
8826,"感覺,"
8827,nan
8828,肉燥
8829,"糯米,"
8830,nan
8831,土豆仁
8832,"湯,"
8833,"杏仁茶,"
8834,"濃湯,"
8835,"濃湯,"
8836,濃湯
8837,濃湯
8838,沙拉
8839,堅果
8840,"堅果,"
8841,濃湯
8842,"麵包,"
8843,濃湯
8844,麵包
8845,吐司
8846,客人
8847,"濃湯,"
8848,"濃湯,"
8849,濃湯
8850,沙拉
8851,材
8852,料
8853,炸豬排
8854,汁
8855,"味,"
8856,濃湯
8857,"義大利麵,"
8858,濃湯
8859,洋蔥
8860,"濃湯,"
8861,nan
8862,"口味,"
8863,nan
8864,nan
8865,濃香
8866,咖啡
8867,香蕉
8868,土司
8869,"絕配,"
8870,感覺
8871,"杏仁味,"
8872,料
8873,"湯,"
8874,"杏仁茶,"
8875,綠豆
8876,"碗,"
8877,湯頭
8878,厚
8879,片
8880,叉燒肉
8881,嚼勁
8882,拉麵
8883,"烏龍麵,"
8884,湯頭
8885,"牛肉,"
8886,酒香
8887,"牛肉,"
8888,青醬
8889,磚餅
8890,"裝潢,"
8891,豆子
8892,香味
8893,口感
8894,"老闆,"
8895,杏仁茶
8896,油條
8897,"一絕,"
8898,"杏仁茶,"
8899,杏仁味
8900,圓仔
8901,杏仁茶
8902,"人,"
8903,"台南味,"
8904,老酒
8905,滋味
8906,"舌頭,"
8907,nan
8908,"花生仁湯,"
8909,"甜味,"
8910,杏仁茶
8911,"油條,"
8912,nan
8913,nan
8914,口味
8915,紅茶
8916,"香氣,"
8917,芝麻糊味
8918,"招牌味,"
8919,茶
8920,韻味
8921,口
8922,人
8923,紅茶
8924,泡沫
8925,"價位,"
8926,"口味,"
8927,nan
8928,"味道,"
8929,古早味
8930,"全,"
8931,虱目魚湯
8932,"粥,"
8933,"杏仁茶,"
8934,杏仁茶
8935,花生
8936,"紅豆,"
8937,紅豆
8938,"湯圓,"
8939,"薏仁漿,"
8940,nan
8941,nan
8942,"蕃茄干,"
8943,"燒餅,"
8944,紅豆
8945,牛奶
8946,"冰,"
8947,"牛肉湯,"
8948,nan
8949,nan
8950,nan
8951,食補類
8952,美食
8953,麻油
8954,麵線
8955,口味
8956,"口味,"
8957,nan
8958,nan
8959,歷史
8960,"茶韻,"
8961,歷史
8962,味道
8963,"價錢,"
8964,歷史
8965,薏仁
8966,產品
8967,招牌
8968,美味
8969,"品質,"
8970,歷史
8971,創意
8972,水果
8973,冰
8974,哈密瓜
8975,水果
8976,冰沙
8977,球狀
8978,水果
8979,"果肉,"
8980,歷史
8981,"種類,"
8982,歷史
8983,料
8984,味
8985,"價錢,"
8986,歷史
8987,茶水
8988,餐點
8989,"翰林,"
8990,歷史
8991,"口味,"
8992,"歷史,"
8993,"歷史,"
8994,nan
8995,味道
8996,"美食,"
8997,平價
8998,味道
8999,宵夜
9000,"夥伴,"
9001,橫綱版
9002,麵
9003,份量
9004,人
9005,雞腿
9006,可樂餅
9007,"風味,"
9008,橫綱
9009,"挑戰,"
9010,橙香
9011,可可酥
9012,手作
9013,"感受,"
9014,"美食,"
9015,店家
9016,口味
9017,店家
9018,小朋友
9019,"公告,"
9020,味道
9021,"早餐,"
9022,味道
9023,台南人
9024,"早餐,"
9025,"味道,"
9026,美食
9027,"暴力,"
9028,"小吃,"
9029,"蝦仁,"
9030,"味道,"
9031,"口味,"
9032,碗
9033,杏仁
9034,豆腐
9035,冰
9036,糖水
9037,路
9038,座位
9039,"印象,"
9040,"整體,"
9041,"整體,"
9042,"整體,"
9043,"整體,"
9044,"整體,"
9045,"整體,"
9046,整體
9047,甜點
9048,店員
9049,飲料
9050,"手機,"
9051,"整體,"
9052,整體
9053,"小黃瓜,"
9054,整體
9055,"餐點,"
9056,整體
9057,餐點
9058,牛排
9059,軟嫩度
9060,佐料
9061,"火花,"
9062,整體
9063,價值
9064,古早味
9065,冬瓜
9066,茶
9067,冬瓜
9068,茶
9069,"高價,"
9070,整體
9071,價位
9072,CP值
9073,"小吃,"
9074,整體
9075,"春捲,"
9076,整體
9077,"香菜,"
9078,整體
9079,"感覺,"
9080,整體
9081,"感覺,"
9082,整體
9083,"感覺,"
9084,整體
9085,"菜色,"
9086,整體
9087,"感覺,"
9088,整體
9089,湯頭
9090,豬腳
9091,"美食,"
9092,"整體,"
9093,"整體,"
9094,整體
9095,水準
9096,食材
9097,"價位,"
9098,"整體,"
9099,整體
9100,糖水
9101,"價格,"
9102,整體
9103,"甜度,"
9104,"整體,"
9105,整體
9106,口感
9107,花生醬
9108,肉片
9109,"感覺,"
9110,整體
9111,氣氛
9112,純樸感
9113,水果
9114,"冰,"
9115,整體
9116,香氣
9117,"味道,"
9118,整體
9119,"食物,"
9120,整體
9121,食物
9122,味道
9123,魚羹
9124,量
9125,羹麵
9126,"羹,"
9127,整體
9128,美味
9129,小黃瓜
9130,香菜
9131,功勞
9132,米糕
9133,魚鬆
9134,"奧秘,"
9135,"整體,"
9136,整體
9137,"小吃,"
9138,整體
9139,"東西,"
9140,"整體,"
9141,"整體,"
9142,整體
9143,青菜量
9144,魚漿類
9145,"Q彈,"
9146,整體
9147,"料理,"
9148,"整體,"
9149,整體
9150,"香,"
9151,整體
9152,"味道,"
9153,整體
9154,"味道,"
9155,整體
9156,味道
9157,口味
9158,甜味
9159,料理
9160,"人,"
9161,整體
9162,"味道,"
9163,整體
9164,味道
9165,口味
9166,朋友
9167,碗粿
9168,蒜泥
9169,"東西,"
9170,整體
9171,"味道,"
9172,整體
9173,味道
9174,份量
9175,"價位,"
9176,整體
9177,味道
9178,"肉,"
9179,整體
9180,"味道,"
9181,整體
9182,"味道,"
9183,"整體,"
9184,整體
9185,"肉羹,"
9186,整體
9187,"價格,"
9188,整體
9189,"食物,"
9190,整體
9191,"味道,"
9192,"整體,"
9193,"整體,"
9194,整體
9195,料
9196,炒米粉
9197,"魚丸湯,"
9198,"整體,"
9199,"整體,"
9200,"整體,"
9201,整體
9202,米粉
9203,"分量,"
9204,"整體,"
9205,"整體,"
9206,"整體,"
9207,"整體,"
9208,"整體,"
9209,"整體,"
9210,整體
9211,價格
9212,"東西,"
9213,"整體,"
9214,"整體,"
9215,整體
9216,"魚羹,"
9217,整體
9218,豬排
9219,豬肉
9220,豬味
9221,漢堡排
9222,"魚肉,"
9223,"整體,"
9224,整體
9225,食材
9226,配料
9227,店家
9228,"用心,"
9229,"整體,"
9230,整體
9231,水準
9232,"甜品,"
9233,整體
9234,評價
9235,古早味
9236,"美食,"
9237,"整體,"
9238,"整體,"
9239,"整體,"
9240,"整體,"
9241,整體
9242,味道
9243,湯頭
9244,麵體
9245,"肉,"
9246,整體
9247,"炸肉圓,"
9248,整體
9249,豆花
9250,"口感,"
9251,整體
9252,水果
9253,"刨冰,"
9254,"整體,"
9255,整體
9256,餐點
9257,"口味,"
9258,整體
9259,粽子
9260,"味道,"
9261,整體
9262,"食物,"
9263,整體
9264,食材
9265,環境
9266,"情況,"
9267,整體
9268,星
9269,綜合丸
9270,湯
9271,"絕配,"
9272,整體
9273,小籠
9274,"湯包,"
9275,"整體,"
9276,整體
9277,"朋友,"
9278,整體
9279,"觀光客,"
9280,"整體,"
9281,"整體,"
9282,整體
9283,"餐點,"
9284,整體
9285,"美食,"
9286,整體
9287,"名氣,"
9288,"整體,"
9289,"整體,"
9290,"整體,"
9291,整體
9292,味道
9293,"店家,"
9294,整體
9295,"天,"
9296,整體
9297,"味道,"
9298,"整體,"
9299,整體
9300,"星,"
9301,"整體,"
9302,"整體,"
9303,"整體,"
9304,"整體,"
9305,整體
9306,湯包
9307,"炒手,"
9308,"整體,"
9309,整體
9310,麵食
9311,"滷味類,"
9312,整體
9313,素質
9314,"菜色,"
9315,整體
9316,小吃
9317,滷汁
9318,甜味
9319,口味
9320,"旅人,"
9321,"整體,"
9322,整體
9323,"星,"
9324,"整體,"
9325,整體
9326,虱目魚粥
9327,"首選,"
9328,"整體,"
9329,"整體,"
9330,"整體,"
9331,整體
9332,"份量,"
9333,整體
9334,平價
9335,"芥末醬,"
9336,整體
9337,整體
9338,油雞
9339,"餐點,"
9340,整體
9341,分數
9342,星
9343,菜色
9344,菜
9345,"菜色,"
9346,整體
9347,"湯頭,"
9348,整體
9349,"小卷卵,"
9350,"整體,"
9351,"整體,"
9352,整體
9353,焦糖
9354,咖啡
9355,"香氣,"
9356,"整體,"
9357,整體
9358,口感
9359,魚
9360,操抽味
9361,米糕
9362,米糕
9363,"感覺,"
9364,整體
9365,口感
9366,味道
9367,"水準,"
9368,整體
9369,"口感,"
9370,整體
9371,口味
9372,"甜品,"
9373,整體
9374,"口味,"
9375,整體
9376,口味
9377,口味
9378,"組合,"
9379,整體
9380,口味
9381,高麗菜
9382,豬肉
9383,"香菜,"
9384,"整體,"
9385,整體
9386,"菜,"
9387,整體
9388,晚餐
9389,"肉質,"
9390,"整體,"
9391,整體
9392,杏仁
9393,牛奶
9394,"冰,"
9395,整體
9396,口感
9397,"味道,"
9398,"整體,"
9399,整體
9400,"CP值,"
9401,整體
9402,附餐
9403,飲料
9404,瓷盤
9405,焦糖
9406,"餅,"
9407,"整體,"
9408,整體
9409,經典
9410,小吃
9411,"當地人,"
9412,nan
9413,湯頭
9414,"價格,"
9415,nan
9416,哈密瓜
9417,"冰,"
9418,"餐,"
9419,碗
9420,辣
9421,"油,"
9422,"碗,"
9423,"碗,"
9424,碗
9425,味道
9426,冰
9427,味道
9428,水果
9429,糖水
9430,"冰,"
9431,油
9432,油
9433,"油蔥,"
9434,虱目魚
9435,鮮味
9436,"薑絲,"
9437,芋頭
9438,原味
9439,芋頭
9440,香
9441,Q彈
9442,嚼勁
9443,湯圓
9444,"冰,"
9445,豆花
9446,料
9447,糖水
9448,價格
9449,"份量,"
9450,照片
9451,疫情
9452,"美食,"
9453,nan
9454,親友
9455,人
9456,"生食類,"
9457,雷
9458,水果
9459,"味道,"
9460,nan
9461,"人,"
9462,nan
9463,套餐
9464,肉燥飯
9465,魚丸湯
9466,滷味
9467,青菜
9468,"飲料,"
9469,踫餅
9470,"時候,"
9471,nan
9472,"心情,"
9473,牛排
9474,品質
9475,"地方,"
9476,"價位,"
9477,份量
9478,鱔魚
9479,"量,"
9480,魚肚
9481,魚湯
9482,滷肉飯
9483,"早餐,"
9484,"粽子,"
9485,傳統
9486,"吃法,"
9487,棺材板
9488,味道
9489,吐司
9490,"整體,"
9491,千
9492,香
9493,老婆
9494,"蛋餅,"
9495,nan
9496,"口味,"
9497,牛肉
9498,火鍋
9499,牛肉湯
9500,食物
9501,"種類,"
9502,口味
9503,"米糕,"
9504,小吃
9505,焿湯
9506,"鮮味,"
9507,廟
9508,餅
9509,"神明,"
9510,"擔擔麵,"
9511,"擔仔麵攤,"
9512,擔仔麵
9513,"麵條,"
9514,擔仔麵
9515,肉燥
9516,"飯 ,"
9517,擔仔麵
9518,火燒
9519,蝦
9520,"古早味,"
9521,"擔仔麵,"
9522,擔仔麵
9523,肉燥
9524,蒜頭
9525,"香,"
9526,擔仔麵
9527,滷蛋
9528,"小菜,"
9529,擔仔麵
9530,魯汁
9531,章魚
9532,小菜
9533,哇沙米
9534,"口味,"
9535,擔仔麵
9536,湯頭
9537,"肉燥,"
9538,擔仔麵
9539,湯頭
9540,乾麵
9541,"味道,"
9542,擔仔麵
9543,"湯頭,"
9544,擔仔麵
9545,"湯頭,"
9546,擔仔麵
9547,"湯頭,"
9548,擔仔麵
9549,"湯頭,"
9550,擔仔麵
9551,湯頭
9552,香菜
9553,"蒜頭,"
9554,"擔仔麵,"
9555,擔仔麵
9556,肉燥
9557,"湯頭,"
9558,擔仔麵
9559,湯頭
9560,麵條
9561,大小
9562,口感
9563,小菜
9564,"價格,"
9565,擔仔麵
9566,地理
9567,"位置,"
9568,"擔仔麵,"
9569,擔仔麵
9570,"味道,"
9571,"擔仔麵,"
9572,擔仔麵
9573,鐵蛋
9574,"時間,"
9575,"擔仔麵,"
9576,擔仔麵
9577,俗閣
9578,碗
9579,"湯頭,"
9580,"擔仔,"
9581,擔仔麵
9582,味道
9583,滷丸
9584,"滷蛋,"
9585,擔仔麵
9586,味道
9587,"蝦捲,"
9588,擔仔麵
9589,味道
9590,鯊魚肉
9591,魚卵
9592,店家
9593,生意
9594,"翻桌率,"
9595,擔仔麵
9596,味道
9597,"小菜,"
9598,擔仔麵
9599,味道
9600,"古早味,"
9601,擔仔麵
9602,"味道,"
9603,擔仔麵
9604,"湯頭,"
9605,"擔仔麵,"
9606,擔仔麵
9607,湯麵
9608,碗
9609,份量
9610,湯頭
9611,蝦子
9612,滷蛋
9613,"組合,"
9614,擔仔麵
9615,肉燥
9616,香
9617,蒜香
9618,滷蛋
9619,滷肉
9620,作法
9621,鴨蛋
9622,香氣
9623,"滷蛋,"
9624,"擔仔麵,"
9625,擔仔麵
9626,麵條
9627,拉麵
9628,"口感,"
9629,"擔仔麵,"
9630,"擔仔麵,"
9631,擔仔麵
9632,"價格,"
9633,擔仔麵
9634,"滷味,"
9635,擔仔麵
9636,滷肉飯
9637,太太
9638,"擔仔麵,"
9639,擔仔麵
9640,湯頭
9641,"價格,"
9642,擔仔麵
9643,小菜
9644,"豬腳,"
9645,"擔仔麵,"
9646,"擔仔麵,"
9647,擔仔麵
9648,"章魚,"
9649,"擔仔麵,"
9650,"擔仔麵,"
9651,擔仔麵
9652,"小菜,"
9653,擔仔麵
9654,麵條
9655,"肉燥,"
9656,擔仔麵
9657,味道
9658,豬腳
9659,魚卵
9660,"擔仔麵,"
9661,"擔仔麵,"
9662,"擔仔麵,"
9663,"擔仔麵,"
9664,擔仔麵
9665,份量
9666,"蝦捲,"
9667,"擔仔麵,"
9668,擔仔麵
9669,份量
9670,"食物,"
9671,"擔仔麵,"
9672,"擔仔麵,"
9673,擔仔麵
9674,"口味,"
9675,"擔仔麵,"
9676,"擔仔麵,"
9677,擔仔麵
9678,滷
9679,"鴨蛋,"
9680,擔仔麵
9681,黃金
9682,蝦捲
9683,鮮蚵湯
9684,"早午餐,"
9685,擔仔麵
9686,"米粉,"
9687,擔仔麵
9688,肉燥
9689,香氣
9690,麵
9691,香氣
9692,擔仔麵
9693,"香氣,"
9694,"擔仔麵,"
9695,擔仔
9696,"意麵,"
9697,"擔仔,"
9698,過程
9699,"蛋黃酥,"
9700,座椅
9701,食材
9702,飯
9703,"甜點,"
9704,特色
9705,甜點
9706,咖啡
9707,"環境,"
9708,品項
9709,麵包
9710,"蛋糕,"
9711,歷史
9712,女士
9713,家族
9714,"技藝,"
9715,戰斧
9716,"豬排,"
9717,戰斧
9718,"豬排,"
9719,戰斧
9720,"豬排,"
9721,戰斧
9722,豬
9723,牛 
9724,麵包
9725,附餐
9726,"薯泥,"
9727,nan
9728,地
9729,芋頭
9730,圓仔
9731,"冰,"
9732,學生
9733,時期
9734,"滋味,"
9735,學生
9736,時期
9737,記憶
9738,地方
9739,口袋
9740,"名單,"
9741,學生
9742,時期
9743,拉麵
9744,拉麵
9745,"湯麵,"
9746,學生
9747,"時期,"
9748,學生
9749,時期
9750,"味道,"
9751,學生
9752,時期
9753,"芋丸,"
9754,學生
9755,"時期,"
9756,學生
9757,時期
9758,"美食,"
9759,學生
9760,時期
9761,肉粽
9762,醬
9763,整體
9764,"口感,"
9765,學生
9766,時候
9767,"味道,"
9768,學生
9769,時代
9770,小吃
9771,"湯,"
9772,學生
9773,時代
9774,老字號
9775,"價格,"
9776,學生
9777,"時代,"
9778,學生
9779,時代
9780,"記憶,"
9781,學生
9782,時代
9783,"味道,"
9784,學生
9785,時代
9786,回憶
9787,土魠魚
9788,羹
9789,香菜
9790,"老闆,"
9791,學生
9792,時代
9793,"肉,"
9794,學生
9795,時代
9796,泡麵
9797,"黑輪,"
9798,學生
9799,"最愛,"
9800,"學生,"
9801,"學生,"
9802,"甜味,"
9803,價位
9804,"選擇,"
9805,魷魚
9806,遊戲
9807,"糖餅,"
9808,魷魚
9809,遊戲
9810,"糖,"
9811,魷魚
9812,材
9813,"料,"
9814,魷魚
9815,"湯頭,"
9816,"魷魚,"
9817,"魯麵,"
9818,魯麵
9819,"鐵蛋,"
9820,魯麵
9821,"口味,"
9822,魯麵
9823,"鐵蛋,"
9824,"魯麵,"
9825,魯麵
9826,魯湯
9827,料
9828,"味道,"
9829,魯麵
9830,"魯蛋,"
9831,魯麵
9832,"用料,"
9833,魯麵
9834,"山藥捲,"
9835,魯麵
9836,鐵蛋
9837,"豆乾,"
9838,魯羹
9839,"用料,"
9840,魯
9841,"鴨蛋,"
9842,魯鴨蛋
9843,"蛋黃,"
9844,魯鴨蛋
9845,"米糕,"
9846,魯鴨蛋
9847,彈性
9848,"味道,"
9849,魯腸
9850,滷蛋
9851,油豆腐
9852,"菜單,"
9853,"魯菜貴,"
9854,魯菜
9855,"牛肉麵,"
9856,魯菜
9857,小菜
9858,"天價,"
9859,魯魚丸
9860,"地方,"
9861,魯魚丸
9862,"地方,"
9863,魯魚丸
9864,油豆腐
9865,環保
9866,"餐具,"
9867,魯蛋
9868,"鴨蛋,"
9869,魯蛋
9870,"麵,"
9871,"魯蛋,"
9872,魯蛋
9873,米糕
9874,"整體,"
9875,魯蛋
9876,鴨翅
9877,"雞翅,"
9878,魯貢丸
9879,"意麵,"
9880,"魯味,"
9881,魯味
9882,"牛肉麵,"
9883,魯味
9884,蒜泥
9885,醬汁
9886,醬香味
9887,人
9888,味蕾
9889,後勁
9890,匠匠
9891,古早味
9892,"擔仔麵,"
9893,"魯味,"
9894,"魯味,"
9895,魯味
9896,"品質,"
9897,"魯味,"
9898,魯味
9899,牛肉麵
9900,湯
9901,"咖喱味,"
9902,魯味
9903,小菜
9904,"單價,"
9905,魯味
9906,小菜
9907,"價格,"
9908,"魯味,"
9909,魯味
9910,意麵
9911,"肉燥,"
9912,魯肉餅
9913,"價格,"
9914,魯肉餅
9915,環境
9916,懷舊感
9917,"老闆,"
9918,魯肉飯
9919,"米糕,"
9920,魯肉飯
9921,老闆
9922,辣椒
9923,味道
9924,牛肉湯
9925,辣椒醬
9926,"味道,"
9927,魯肉飯
9928,便當
9929,家常味
9930,便當
9931,"選擇,"
9932,"魯肉飯,"
9933,魯肉飯
9934,"湯,"
9935,魯肉飯
9936,丸子
9937,"湯頭,"
9938,魯肉飯
9939,菜餚
9940,"擋格板,"
9941,魯肉飯
9942,魯肉
9943,特色
9944,"魯魚丸,"
9945,魯肉
9946,豬皮
9947,肥肉
9948,油蔥
9949,"口,"
9950,魯肉
9951,"口,"
9952,魯肉
9953,"口,"
9954,魯米
9955,粉麵
9956,"星,"
9957,魯米
9958,粉麵
9959,碗
9960,"鐵蛋,"
9961,魯牛肉
9962,牛肉
9963,小菜
9964,古早味
9965,"牛肉麵,"
9966,魯丸
9967,魯蛋
9968,魯蛋
9969,熟度
9970,"蛋黃,"
9971,nan
9972,米芯
9973,"肉燥,"
9974,魯丸
9975,"油豆腐,"
9976,老屋
9977,氣氛
9978,人
9979,蘋婆
9980,人
9981,蘋果
9982,肉桂
9983,"鬆餅,"
9984,餘味
9985,焦香味
9986,粉角
9987,冰
9988,豆花
9989,"配料,"
9990,nan
9991,藥膳
9992,湯
9993,味道
9994,"價,"
9995,蔬食
9996,火鍋
9997,肉品
9998,"環境,"
9999,"養生湯,"
10000,nan
10001,nan
10002,nan
10003,nan
10004,柱子
10005,碗筷
10006,湯匙
10007,醬料櫃
10008,薑絲
10009,白
10010,胡椒
10011,"粥,"
10012,"肉粽,"
10013,地點
10014,"肉圓,"
10015,泡沬
10016,"紅茶,"
10017,醃蘿蔔
10018,後勁
10019,米糕
10020,"甜味,"
10021,"醃蘿蔔,"
10022,醃蘿蔔
10023,傳統
10024,"色素,"
10025,"醃蘿蔔,"
10026,nan
10027,"小黃瓜,"
10028,甜點
10029,"佳品,"
10030,碗粿
10031,"顏色,"
10032,色
10033,拼盤
10034,砂鍋鴨
10035,紅燖
10036,米糕
10037,"布丁,"
10038,活動
10039,生意
10040,麵包
10041,價格
10042,古早味
10043,"肉包,"
10044,西點
10045,點心
10046,蛋黃酥
10047,月餅
10048,生意
10049,"東西,"
10050,份量
10051,口味
10052,朋友
10053,"家人,"
10054,nan
10055,人潮
10056,"時間,"
10057,"輕食,"
10058,nan
10059,師生
10060,地方
10061,餐點
10062,"份量,"
10063,"酒,"
10064,"美食,"
10065,聚會
10066,"東西,"
10067,肉
10068,人
10069,牛肉
10070,"炒飯,"
10071,朋友
10072,酒
10073,時候
10074,"配菜,"
10075,下午茶
10076,"點心,"
10077,咖啡
10078,茶品
10079,點心
10080,"小品,"
10081,小吃
10082,旅人
10083,"們,"
10084,"好朋友,"
10085,布丁 
10086,"人,"
10087,"啤酒,"
10088,咖啡
10089,地方
10090,三明治
10091,"料,"
10092,咖啡
10093,人
10094,咖啡
10095,飲品
10096,輕食
10097,"味道,"
10098,聚會
10099,"小卷,"
10100,"時候,"
10101,朋友
10102,美食
10103,"地方,"
10104,宵夜
10105,酒類
10106,"聚餐,"
10107,碗
10108,自選
10109,料
10110,店家
10111,"心意,"
10112,"胃,"
10113,長輩
10114,地方
10115,包廂
10116,環境
10117,肉類
10118,"豬肉,"
10119,"饕客,"
10120,nan
10121,"調酒,"
10122,人
10123,水果
10124,爛果
10125,感覺
10126,速度
10127,"機會,"
10128,"湯頭,"
10129,時間
10130,餐點
10131,"人,"
10132,生魚片
10133,丼飯
10134,人
10135,"午晚餐,"
10136,"點心,"
10137,nan
10138,全
10139,"大小,"
10140,回程
10141,"路,"
10142,"油雞,"
10143,北部人
10144,"口味,"
10145,"牙齒,"
10146,"味道,"
10147,nan
10148,nan
10149,口味
10150,"老字號,"
10151,口味
10152,"滷味,"
10153,人數
10154,合菜
10155,份量
10156,東西
10157,價錢
10158,"位置,"
10159,人
10160,人
10161,彈性
10162,價格
10163,觀光客
10164,"在地人,"
10165,火鍋
10166,特色
10167,野菜
10168,醬料
10169,甜點
10170,"價格,"
10171,人
10172,菜色
10173,總類
10174,價格
10175,"份量,"
10176,月桃
10177,葉菜粽
10178,綠綠感
10179,葉味
10180,糯米
10181,香
10182,花生粉
10183,"豆香,"
10184,地雷
10185,"牛肉麵,"
10186,質
10187,"量,"
10188,"口味,"
10189,當歸鴨
10190,鴨肉
10191,骨頭
10192,份量
10193,"外 ,"
10194,環境
10195,"料理,"
10196,"蜜餞,"
10197,東西
10198,香菇
10199,滷肉
10200,"月餅,"
10201,東西
10202,"肉粽,"
10203,東西
10204,菜粽
10205,"味噌湯,"
10206,"東西,"
10207,魚丸湯
10208,"魚丸,"
